SWERK,LGORT,MATNR,LANGU,MAKTX,LGPBE,MATKL,LABST,MEINS,SALK3,WAERS,KZKRI,DISMM,MINBE,DISLS,BSTMI,BSTMA,BSTFE,MABST,ZMANUFACTURER,ZMANUF_REF
FA05,5000,1804612,EN,"PFP CPE STI P20G4 NAT 10GBOY VC VX",ZSF8,AT0204,0,KG,0,EUR,,,0,,0,0,0,0,,
