PLANT,PLANT_NAME,NOTIFICATION_MODEL,RESERVATIONS,SMWHAPPS,TMWHAPPS,MANUALDATE,TPMYELLOWCARD,TPMAPP,PDIAS,PDIASORDER,WAREHOUSEQUANTITY
FA05,Maclas,N1,Y,Y,N,N,N,Y,10,5,Y
